"c","probe","company"
69806,"1970-01-02 12:00:00.000","swiss"
269,"1970-01-02 12:05:00.000","intercites"
71101,"1970-01-02 12:05:00.000","swiss"
19733,"1970-01-02 12:05:00.000","uk"
2955,"1970-01-02 12:05:00.000","ter"
2654,"1970-01-02 12:05:00.000","tgv"
2629,"1970-01-02 12:05:00.000","sncb"
3046,"1970-01-02 12:10:00.000","ter"
19523,"1970-01-02 12:10:00.000","uk"
71125,"1970-01-02 12:10:00.000","swiss"
2678,"1970-01-02 12:10:00.000","tgv"
2723,"1970-01-02 12:10:00.000","sncb"
274,"1970-01-02 12:10:00.000","intercites"
278,"1970-01-02 12:15:00.000","intercites"
2793,"1970-01-02 12:15:00.000","sncb"
2767,"1970-01-02 12:15:00.000","tgv"
70772,"1970-01-02 12:15:00.000","swiss"
3204,"1970-01-02 12:15:00.000","ter"
19760,"1970-01-02 12:15:00.000","uk"
2785,"1970-01-02 12:20:00.000","sncb"
71395,"1970-01-02 12:20:00.000","swiss"
3305,"1970-01-02 12:20:00.000","ter"
19869,"1970-01-02 12:20:00.000","uk"
263,"1970-01-02 12:20:00.000","intercites"
2757,"1970-01-02 12:20:00.000","tgv"
261,"1970-01-02 12:25:00.000","intercites"
2691,"1970-01-02 12:25:00.000","sncb"
2705,"1970-01-02 12:25:00.000","tgv"
19737,"1970-01-02 12:25:00.000","uk"
3355,"1970-01-02 12:25:00.000","ter"
70087,"1970-01-02 12:25:00.000","swiss"
2737,"1970-01-02 12:30:00.000","tgv"
69188,"1970-01-02 12:30:00.000","swiss"
3402,"1970-01-02 12:30:00.000","ter"
19897,"1970-01-02 12:30:00.000","uk"
2656,"1970-01-02 12:30:00.000","sncb"
269,"1970-01-02 12:30:00.000","intercites"
2694,"1970-01-02 12:35:00.000","sncb"
2747,"1970-01-02 12:35:00.000","tgv"
70604,"1970-01-02 12:35:00.000","swiss"
19838,"1970-01-02 12:35:00.000","uk"
3507,"1970-01-02 12:35:00.000","ter"
251,"1970-01-02 12:35:00.000","intercites"
19666,"1970-01-02 12:40:00.000","uk"
3631,"1970-01-02 12:40:00.000","ter"
70856,"1970-01-02 12:40:00.000","swiss"
2734,"1970-01-02 12:40:00.000","tgv"
2838,"1970-01-02 12:40:00.000","sncb"
238,"1970-01-02 12:40:00.000","intercites"
19624,"1970-01-02 12:45:00.000","uk"
3576,"1970-01-02 12:45:00.000","ter"
256,"1970-01-02 12:45:00.000","intercites"
70501,"1970-01-02 12:45:00.000","swiss"
2726,"1970-01-02 12:45:00.000","tgv"
2807,"1970-01-02 12:45:00.000","sncb"
2759,"1970-01-02 12:50:00.000","tgv"
19766,"1970-01-02 12:50:00.000","uk"
3632,"1970-01-02 12:50:00.000","ter"
71255,"1970-01-02 12:50:00.000","swiss"
2731,"1970-01-02 12:50:00.000","sncb"
269,"1970-01-02 12:50:00.000","intercites"
3573,"1970-01-02 12:55:00.000","ter"
19633,"1970-01-02 12:55:00.000","uk"
70158,"1970-01-02 12:55:00.000","swiss"
2759,"1970-01-02 12:55:00.000","tgv"
2612,"1970-01-02 12:55:00.000","sncb"
271,"1970-01-02 12:55:00.000","intercites"
282,"1970-01-02 13:00:00.000","intercites"
2805,"1970-01-02 13:00:00.000","tgv"
69721,"1970-01-02 13:00:00.000","swiss"
3532,"1970-01-02 13:00:00.000","ter"
19754,"1970-01-02 13:00:00.000","uk"
2573,"1970-01-02 13:00:00.000","sncb"
283,"1970-01-02 13:05:00.000","intercites"
2766,"1970-01-02 13:05:00.000","tgv"
71318,"1970-01-02 13:05:00.000","swiss"
19639,"1970-01-02 13:05:00.000","uk"
3623,"1970-01-02 13:05:00.000","ter"
2632,"1970-01-02 13:05:00.000","sncb"
284,"1970-01-02 13:10:00.000","intercites"
2727,"1970-01-02 13:10:00.000","sncb"
3745,"1970-01-02 13:10:00.000","ter"
19520,"1970-01-02 13:10:00.000","uk"
71616,"1970-01-02 13:10:00.000","swiss"
2761,"1970-01-02 13:10:00.000","tgv"
2746,"1970-01-02 13:15:00.000","tgv"
71294,"1970-01-02 13:15:00.000","swiss"
19641,"1970-01-02 13:15:00.000","uk"
3717,"1970-01-02 13:15:00.000","ter"
2782,"1970-01-02 13:15:00.000","sncb"
288,"1970-01-02 13:15:00.000","intercites"
293,"1970-01-02 13:20:00.000","intercites"
72038,"1970-01-02 13:20:00.000","swiss"
3671,"1970-01-02 13:20:00.000","ter"
19700,"1970-01-02 13:20:00.000","uk"
2724,"1970-01-02 13:20:00.000","tgv"
2776,"1970-01-02 13:20:00.000","sncb"
2660,"1970-01-02 13:25:00.000","sncb"
306,"1970-01-02 13:25:00.000","intercites"
70887,"1970-01-02 13:25:00.000","swiss"
19524,"1970-01-02 13:25:00.000","uk"
3651,"1970-01-02 13:25:00.000","ter"
2653,"1970-01-02 13:25:00.000","tgv"
318,"1970-01-02 13:30:00.000","intercites"
2606,"1970-01-02 13:30:00.000","tgv"
70026,"1970-01-02 13:30:00.000","swiss"
3570,"1970-01-02 13:30:00.000","ter"
19698,"1970-01-02 13:30:00.000","uk"
2620,"1970-01-02 13:30:00.000","sncb"
2670,"1970-01-02 13:35:00.000","sncb"
71452,"1970-01-02 13:35:00.000","swiss"
308,"1970-01-02 13:35:00.000","intercites"
3606,"1970-01-02 13:35:00.000","ter"
19601,"1970-01-02 13:35:00.000","uk"
2619,"1970-01-02 13:35:00.000","tgv"
2607,"1970-01-02 13:40:00.000","tgv"
71755,"1970-01-02 13:40:00.000","swiss"
3562,"1970-01-02 13:40:00.000","ter"
19426,"1970-01-02 13:40:00.000","uk"
2803,"1970-01-02 13:40:00.000","sncb"
324,"1970-01-02 13:40:00.000","intercites"
2584,"1970-01-02 13:45:00.000","tgv"
71372,"1970-01-02 13:45:00.000","swiss"
3478,"1970-01-02 13:45:00.000","ter"
326,"1970-01-02 13:45:00.000","intercites"
19333,"1970-01-02 13:45:00.000","uk"
2773,"1970-01-02 13:45:00.000","sncb"
322,"1970-01-02 13:50:00.000","intercites"
19479,"1970-01-02 13:50:00.000","uk"
3364,"1970-01-02 13:50:00.000","ter"
71794,"1970-01-02 13:50:00.000","swiss"
2610,"1970-01-02 13:50:00.000","tgv"
2705,"1970-01-02 13:50:00.000","sncb"
2590,"1970-01-02 13:55:00.000","sncb"
324,"1970-01-02 13:55:00.000","intercites"
19329,"1970-01-02 13:55:00.000","uk"
3214,"1970-01-02 13:55:00.000","ter"
70684,"1970-01-02 13:55:00.000","swiss"
2679,"1970-01-02 13:55:00.000","tgv"
2562,"1970-01-02 14:00:00.000","sncb"
19526,"1970-01-02 14:00:00.000","uk"
3152,"1970-01-02 14:00:00.000","ter"
70074,"1970-01-02 14:00:00.000","swiss"
330,"1970-01-02 14:00:00.000","intercites"
2800,"1970-01-02 14:00:00.000","tgv"
2805,"1970-01-02 14:05:00.000","tgv"
19490,"1970-01-02 14:05:00.000","uk"
3111,"1970-01-02 14:05:00.000","ter"
71414,"1970-01-02 14:05:00.000","swiss"
339,"1970-01-02 14:05:00.000","intercites"
2612,"1970-01-02 14:05:00.000","sncb"
71428,"1970-01-02 14:10:00.000","swiss"
19288,"1970-01-02 14:10:00.000","uk"
3160,"1970-01-02 14:10:00.000","ter"
2856,"1970-01-02 14:10:00.000","tgv"
2692,"1970-01-02 14:10:00.000","sncb"
340,"1970-01-02 14:10:00.000","intercites"
336,"1970-01-02 14:15:00.000","intercites"
2765,"1970-01-02 14:15:00.000","sncb"
19420,"1970-01-02 14:15:00.000","uk"
3093,"1970-01-02 14:15:00.000","ter"
71057,"1970-01-02 14:15:00.000","swiss"
2791,"1970-01-02 14:15:00.000","tgv"
2743,"1970-01-02 14:20:00.000","sncb"
333,"1970-01-02 14:20:00.000","intercites"
3072,"1970-01-02 14:20:00.000","ter"
19495,"1970-01-02 14:20:00.000","uk"
71812,"1970-01-02 14:20:00.000","swiss"
2777,"1970-01-02 14:20:00.000","tgv"
334,"1970-01-02 14:25:00.000","intercites"
2651,"1970-01-02 14:25:00.000","sncb"
2952,"1970-01-02 14:25:00.000","ter"
19360,"1970-01-02 14:25:00.000","uk"
70614,"1970-01-02 14:25:00.000","swiss"
2720,"1970-01-02 14:25:00.000","tgv"
2686,"1970-01-02 14:30:00.000","tgv"
19617,"1970-01-02 14:30:00.000","uk"
2884,"1970-01-02 14:30:00.000","ter"
69876,"1970-01-02 14:30:00.000","swiss"
352,"1970-01-02 14:30:00.000","intercites"
2636,"1970-01-02 14:30:00.000","sncb"
333,"1970-01-02 14:35:00.000","intercites"
2657,"1970-01-02 14:35:00.000","sncb"
2641,"1970-01-02 14:35:00.000","tgv"
71261,"1970-01-02 14:35:00.000","swiss"
19559,"1970-01-02 14:35:00.000","uk"
2934,"1970-01-02 14:35:00.000","ter"
2591,"1970-01-02 14:40:00.000","tgv"
2917,"1970-01-02 14:40:00.000","ter"
19358,"1970-01-02 14:40:00.000","uk"
71540,"1970-01-02 14:40:00.000","swiss"
2801,"1970-01-02 14:40:00.000","sncb"
329,"1970-01-02 14:40:00.000","intercites"
2589,"1970-01-02 14:45:00.000","tgv"
2914,"1970-01-02 14:45:00.000","ter"
19376,"1970-01-02 14:45:00.000","uk"
71134,"1970-01-02 14:45:00.000","swiss"
2769,"1970-01-02 14:45:00.000","sncb"
333,"1970-01-02 14:45:00.000","intercites"
335,"1970-01-02 14:50:00.000","intercites"
2628,"1970-01-02 14:50:00.000","tgv"
2859,"1970-01-02 14:50:00.000","ter"
19460,"1970-01-02 14:50:00.000","uk"
71907,"1970-01-02 14:50:00.000","swiss"
2686,"1970-01-02 14:50:00.000","sncb"
2644,"1970-01-02 14:55:00.000","tgv"
19387,"1970-01-02 14:55:00.000","uk"
2751,"1970-01-02 14:55:00.000","ter"
70759,"1970-01-02 14:55:00.000","swiss"
2576,"1970-01-02 14:55:00.000","sncb"
340,"1970-01-02 14:55:00.000","intercites"
338,"1970-01-02 15:00:00.000","intercites"
70345,"1970-01-02 15:00:00.000","swiss"
2763,"1970-01-02 15:00:00.000","ter"
19577,"1970-01-02 15:00:00.000","uk"
2677,"1970-01-02 15:00:00.000","tgv"
2541,"1970-01-02 15:00:00.000","sncb"
2574,"1970-01-02 15:05:00.000","sncb"
71628,"1970-01-02 15:05:00.000","swiss"
19563,"1970-01-02 15:05:00.000","uk"
2800,"1970-01-02 15:05:00.000","ter"
2720,"1970-01-02 15:05:00.000","tgv"
325,"1970-01-02 15:05:00.000","intercites"
325,"1970-01-02 15:10:00.000","intercites"
2665,"1970-01-02 15:10:00.000","tgv"
71819,"1970-01-02 15:10:00.000","swiss"
19376,"1970-01-02 15:10:00.000","uk"
2896,"1970-01-02 15:10:00.000","ter"
2660,"1970-01-02 15:10:00.000","sncb"
2667,"1970-01-02 15:15:00.000","tgv"
71442,"1970-01-02 15:15:00.000","swiss"
2897,"1970-01-02 15:15:00.000","ter"
19585,"1970-01-02 15:15:00.000","uk"
324,"1970-01-02 15:15:00.000","intercites"
2695,"1970-01-02 15:15:00.000","sncb"
321,"1970-01-02 15:20:00.000","intercites"
2660,"1970-01-02 15:20:00.000","tgv"
72366,"1970-01-02 15:20:00.000","swiss"
2972,"1970-01-02 15:20:00.000","ter"
19649,"1970-01-02 15:20:00.000","uk"
2671,"1970-01-02 15:20:00.000","sncb"
2589,"1970-01-02 15:25:00.000","tgv"
71374,"1970-01-02 15:25:00.000","swiss"
19506,"1970-01-02 15:25:00.000","uk"
2914,"1970-01-02 15:25:00.000","ter"
317,"1970-01-02 15:25:00.000","intercites"
2548,"1970-01-02 15:25:00.000","sncb"
317,"1970-01-02 15:30:00.000","intercites"
2506,"1970-01-02 15:30:00.000","sncb"
2574,"1970-01-02 15:30:00.000","tgv"
2826,"1970-01-02 15:30:00.000","ter"
19690,"1970-01-02 15:30:00.000","uk"
70756,"1970-01-02 15:30:00.000","swiss"
291,"1970-01-02 15:35:00.000","intercites"
2553,"1970-01-02 15:35:00.000","sncb"
2604,"1970-01-02 15:35:00.000","tgv"
19558,"1970-01-02 15:35:00.000","uk"
2940,"1970-01-02 15:35:00.000","ter"
72452,"1970-01-02 15:35:00.000","swiss"
298,"1970-01-02 15:40:00.000","intercites"
2672,"1970-01-02 15:40:00.000","sncb"
72829,"1970-01-02 15:40:00.000","swiss"
2987,"1970-01-02 15:40:00.000","ter"
19358,"1970-01-02 15:40:00.000","uk"
2625,"1970-01-02 15:40:00.000","tgv"
2634,"1970-01-02 15:45:00.000","sncb"
2622,"1970-01-02 15:45:00.000","tgv"
72461,"1970-01-02 15:45:00.000","swiss"
3000,"1970-01-02 15:45:00.000","ter"
19374,"1970-01-02 15:45:00.000","uk"
301,"1970-01-02 15:45:00.000","intercites"
2977,"1970-01-02 15:50:00.000","ter"
19551,"1970-01-02 15:50:00.000","uk"
73362,"1970-01-02 15:50:00.000","swiss"
2614,"1970-01-02 15:50:00.000","tgv"
2564,"1970-01-02 15:50:00.000","sncb"
293,"1970-01-02 15:50:00.000","intercites"
2448,"1970-01-02 15:55:00.000","sncb"
72304,"1970-01-02 15:55:00.000","swiss"
2882,"1970-01-02 15:55:00.000","ter"
19492,"1970-01-02 15:55:00.000","uk"
2606,"1970-01-02 15:55:00.000","tgv"
295,"1970-01-02 15:55:00.000","intercites"
2422,"1970-01-02 16:00:00.000","sncb"
2577,"1970-01-02 16:00:00.000","tgv"
2887,"1970-01-02 16:00:00.000","ter"
19616,"1970-01-02 16:00:00.000","uk"
320,"1970-01-02 16:00:00.000","intercites"
71973,"1970-01-02 16:00:00.000","swiss"
2466,"1970-01-02 16:05:00.000","sncb"
3044,"1970-01-02 16:05:00.000","ter"
19630,"1970-01-02 16:05:00.000","uk"
73036,"1970-01-02 16:05:00.000","swiss"
325,"1970-01-02 16:05:00.000","intercites"
2633,"1970-01-02 16:05:00.000","tgv"
344,"1970-01-02 16:10:00.000","intercites"
2666,"1970-01-02 16:10:00.000","tgv"
72938,"1970-01-02 16:10:00.000","swiss"
3193,"1970-01-02 16:10:00.000","ter"
19490,"1970-01-02 16:10:00.000","uk"
2568,"1970-01-02 16:10:00.000","sncb"
2661,"1970-01-02 16:15:00.000","tgv"
72558,"1970-01-02 16:15:00.000","swiss"
3305,"1970-01-02 16:15:00.000","ter"
19630,"1970-01-02 16:15:00.000","uk"
2628,"1970-01-02 16:15:00.000","sncb"
347,"1970-01-02 16:15:00.000","intercites"
346,"1970-01-02 16:20:00.000","intercites"
2631,"1970-01-02 16:20:00.000","sncb"
2742,"1970-01-02 16:20:00.000","tgv"
19809,"1970-01-02 16:20:00.000","uk"
3407,"1970-01-02 16:20:00.000","ter"
73154,"1970-01-02 16:20:00.000","swiss"
2813,"1970-01-02 16:25:00.000","tgv"
345,"1970-01-02 16:25:00.000","intercites"
71812,"1970-01-02 16:25:00.000","swiss"
19717,"1970-01-02 16:25:00.000","uk"
3489,"1970-01-02 16:25:00.000","ter"
2537,"1970-01-02 16:25:00.000","sncb"
360,"1970-01-02 16:30:00.000","intercites"
2516,"1970-01-02 16:30:00.000","sncb"
2764,"1970-01-02 16:30:00.000","tgv"
70807,"1970-01-02 16:30:00.000","swiss"
3567,"1970-01-02 16:30:00.000","ter"
19961,"1970-01-02 16:30:00.000","uk"
3738,"1970-01-02 16:35:00.000","ter"
19933,"1970-01-02 16:35:00.000","uk"
71446,"1970-01-02 16:35:00.000","swiss"
2769,"1970-01-02 16:35:00.000","tgv"
363,"1970-01-02 16:35:00.000","intercites"
2570,"1970-01-02 16:35:00.000","sncb"
2729,"1970-01-02 16:40:00.000","sncb"
2777,"1970-01-02 16:40:00.000","tgv"
70956,"1970-01-02 16:40:00.000","swiss"
19762,"1970-01-02 16:40:00.000","uk"
357,"1970-01-02 16:40:00.000","intercites"
3955,"1970-01-02 16:40:00.000","ter"
360,"1970-01-02 16:45:00.000","intercites"
4001,"1970-01-02 16:45:00.000","ter"
19762,"1970-01-02 16:45:00.000","uk"
70011,"1970-01-02 16:45:00.000","swiss"
2847,"1970-01-02 16:45:00.000","tgv"
2695,"1970-01-02 16:45:00.000","sncb"
19861,"1970-01-02 16:50:00.000","uk"
4121,"1970-01-02 16:50:00.000","ter"
70536,"1970-01-02 16:50:00.000","swiss"
348,"1970-01-02 16:50:00.000","intercites"
2854,"1970-01-02 16:50:00.000","tgv"
2633,"1970-01-02 16:50:00.000","sncb"
2533,"1970-01-02 16:55:00.000","sncb"
19849,"1970-01-02 16:55:00.000","uk"
4078,"1970-01-02 16:55:00.000","ter"
68974,"1970-01-02 16:55:00.000","swiss"
352,"1970-01-02 16:55:00.000","intercites"
2955,"1970-01-02 16:55:00.000","tgv"
348,"1970-01-02 17:00:00.000","intercites"
2517,"1970-01-02 17:00:00.000","sncb"
19955,"1970-01-02 17:00:00.000","uk"
4134,"1970-01-02 17:00:00.000","ter"
68075,"1970-01-02 17:00:00.000","swiss"
3058,"1970-01-02 17:00:00.000","tgv"
352,"1970-01-02 17:05:00.000","intercites"
3025,"1970-01-02 17:05:00.000","tgv"
68924,"1970-01-02 17:05:00.000","swiss"
19992,"1970-01-02 17:05:00.000","uk"
4267,"1970-01-02 17:05:00.000","ter"
2547,"1970-01-02 17:05:00.000","sncb"
341,"1970-01-02 17:10:00.000","intercites"
2658,"1970-01-02 17:10:00.000","sncb"
3121,"1970-01-02 17:10:00.000","tgv"
68562,"1970-01-02 17:10:00.000","swiss"
4477,"1970-01-02 17:10:00.000","ter"
19934,"1970-01-02 17:10:00.000","uk"
333,"1970-01-02 17:15:00.000","intercites"
2690,"1970-01-02 17:15:00.000","sncb"
67606,"1970-01-02 17:15:00.000","swiss"
20081,"1970-01-02 17:15:00.000","uk"
4525,"1970-01-02 17:15:00.000","ter"
3161,"1970-01-02 17:15:00.000","tgv"
2688,"1970-01-02 17:20:00.000","sncb"
313,"1970-01-02 17:20:00.000","intercites"
68341,"1970-01-02 17:20:00.000","swiss"
20187,"1970-01-02 17:20:00.000","uk"
4616,"1970-01-02 17:20:00.000","ter"
3140,"1970-01-02 17:20:00.000","tgv"
3125,"1970-01-02 17:25:00.000","tgv"
67116,"1970-01-02 17:25:00.000","swiss"
4581,"1970-01-02 17:25:00.000","ter"
20103,"1970-01-02 17:25:00.000","uk"
2580,"1970-01-02 17:25:00.000","sncb"
315,"1970-01-02 17:25:00.000","intercites"
2548,"1970-01-02 17:30:00.000","sncb"
3166,"1970-01-02 17:30:00.000","tgv"
326,"1970-01-02 17:30:00.000","intercites"
65942,"1970-01-02 17:30:00.000","swiss"
20311,"1970-01-02 17:30:00.000","uk"
4665,"1970-01-02 17:30:00.000","ter"
2580,"1970-01-02 17:35:00.000","sncb"
20231,"1970-01-02 17:35:00.000","uk"
4880,"1970-01-02 17:35:00.000","ter"
67312,"1970-01-02 17:35:00.000","swiss"
3182,"1970-01-02 17:35:00.000","tgv"
309,"1970-01-02 17:35:00.000","intercites"
300,"1970-01-02 17:40:00.000","intercites"
2696,"1970-01-02 17:40:00.000","sncb"
3230,"1970-01-02 17:40:00.000","tgv"
20090,"1970-01-02 17:40:00.000","uk"
5047,"1970-01-02 17:40:00.000","ter"
67393,"1970-01-02 17:40:00.000","swiss"
3197,"1970-01-02 17:45:00.000","tgv"
20107,"1970-01-02 17:45:00.000","uk"
5021,"1970-01-02 17:45:00.000","ter"
66397,"1970-01-02 17:45:00.000","swiss"
302,"1970-01-02 17:45:00.000","intercites"
2649,"1970-01-02 17:45:00.000","sncb"
20316,"1970-01-02 17:50:00.000","uk"
5061,"1970-01-02 17:50:00.000","ter"
67110,"1970-01-02 17:50:00.000","swiss"
3225,"1970-01-02 17:50:00.000","tgv"
2599,"1970-01-02 17:50:00.000","sncb"
294,"1970-01-02 17:50:00.000","intercites"
2483,"1970-01-02 17:55:00.000","sncb"
65764,"1970-01-02 17:55:00.000","swiss"
20240,"1970-01-02 17:55:00.000","uk"
4978,"1970-01-02 17:55:00.000","ter"
3263,"1970-01-02 17:55:00.000","tgv"
301,"1970-01-02 17:55:00.000","intercites"
311,"1970-01-02 18:00:00.000","intercites"
3235,"1970-01-02 18:00:00.000","tgv"
