"c","probe","company"
20267,"1970-01-02 18:00:00.000","uk"
4957,"1970-01-02 18:00:00.000","ter"
64697,"1970-01-02 18:00:00.000","swiss"
2447,"1970-01-02 18:00:00.000","sncb"
315,"1970-01-02 18:05:00.000","intercites"
2484,"1970-01-02 18:05:00.000","sncb"
3259,"1970-01-02 18:05:00.000","tgv"
20300,"1970-01-02 18:05:00.000","uk"
5052,"1970-01-02 18:05:00.000","ter"
65860,"1970-01-02 18:05:00.000","swiss"
324,"1970-01-02 18:10:00.000","intercites"
2568,"1970-01-02 18:10:00.000","sncb"
3281,"1970-01-02 18:10:00.000","tgv"
5227,"1970-01-02 18:10:00.000","ter"
20163,"1970-01-02 18:10:00.000","uk"
65880,"1970-01-02 18:10:00.000","swiss"
335,"1970-01-02 18:15:00.000","intercites"
2611,"1970-01-02 18:15:00.000","sncb"
5179,"1970-01-02 18:15:00.000","ter"
20298,"1970-01-02 18:15:00.000","uk"
64875,"1970-01-02 18:15:00.000","swiss"
3298,"1970-01-02 18:15:00.000","tgv"
2606,"1970-01-02 18:20:00.000","sncb"
322,"1970-01-02 18:20:00.000","intercites"
65669,"1970-01-02 18:20:00.000","swiss"
5194,"1970-01-02 18:20:00.000","ter"
20369,"1970-01-02 18:20:00.000","uk"
3304,"1970-01-02 18:20:00.000","tgv"
323,"1970-01-02 18:25:00.000","intercites"
20254,"1970-01-02 18:25:00.000","uk"
5129,"1970-01-02 18:25:00.000","ter"
64474,"1970-01-02 18:25:00.000","swiss"
3340,"1970-01-02 18:25:00.000","tgv"
2518,"1970-01-02 18:25:00.000","sncb"
3398,"1970-01-02 18:30:00.000","tgv"
330,"1970-01-02 18:30:00.000","intercites"
5091,"1970-01-02 18:30:00.000","ter"
20484,"1970-01-02 18:30:00.000","uk"
63106,"1970-01-02 18:30:00.000","swiss"
2482,"1970-01-02 18:30:00.000","sncb"
3381,"1970-01-02 18:35:00.000","tgv"
5164,"1970-01-02 18:35:00.000","ter"
20441,"1970-01-02 18:35:00.000","uk"
64542,"1970-01-02 18:35:00.000","swiss"
2523,"1970-01-02 18:35:00.000","sncb"
304,"1970-01-02 18:35:00.000","intercites"
2637,"1970-01-02 18:40:00.000","sncb"
3363,"1970-01-02 18:40:00.000","tgv"
5248,"1970-01-02 18:40:00.000","ter"
20161,"1970-01-02 18:40:00.000","uk"
64745,"1970-01-02 18:40:00.000","swiss"
297,"1970-01-02 18:40:00.000","intercites"
3355,"1970-01-02 18:45:00.000","tgv"
63733,"1970-01-02 18:45:00.000","swiss"
318,"1970-01-02 18:45:00.000","intercites"
20103,"1970-01-02 18:45:00.000","uk"
5246,"1970-01-02 18:45:00.000","ter"
2590,"1970-01-02 18:45:00.000","sncb"
327,"1970-01-02 18:50:00.000","intercites"
3313,"1970-01-02 18:50:00.000","tgv"
64560,"1970-01-02 18:50:00.000","swiss"
20209,"1970-01-02 18:50:00.000","uk"
5194,"1970-01-02 18:50:00.000","ter"
2524,"1970-01-02 18:50:00.000","sncb"
339,"1970-01-02 18:55:00.000","intercites"
3393,"1970-01-02 18:55:00.000","tgv"
63339,"1970-01-02 18:55:00.000","swiss"
5029,"1970-01-02 18:55:00.000","ter"
20094,"1970-01-02 18:55:00.000","uk"
2431,"1970-01-02 18:55:00.000","sncb"
421,"1970-01-02 19:00:00.000","intercites"
3459,"1970-01-02 19:00:00.000","tgv"
20103,"1970-01-02 19:00:00.000","uk"
4878,"1970-01-02 19:00:00.000","ter"
62235,"1970-01-02 19:00:00.000","swiss"
2389,"1970-01-02 19:00:00.000","sncb"
421,"1970-01-02 19:05:00.000","intercites"
63272,"1970-01-02 19:05:00.000","swiss"
20165,"1970-01-02 19:05:00.000","uk"
4843,"1970-01-02 19:05:00.000","ter"
3427,"1970-01-02 19:05:00.000","tgv"
2424,"1970-01-02 19:05:00.000","sncb"
63222,"1970-01-02 19:10:00.000","swiss"
4906,"1970-01-02 19:10:00.000","ter"
19961,"1970-01-02 19:10:00.000","uk"
3367,"1970-01-02 19:10:00.000","tgv"
440,"1970-01-02 19:10:00.000","intercites"
2520,"1970-01-02 19:10:00.000","sncb"
3276,"1970-01-02 19:15:00.000","tgv"
442,"1970-01-02 19:15:00.000","intercites"
19965,"1970-01-02 19:15:00.000","uk"
4893,"1970-01-02 19:15:00.000","ter"
62260,"1970-01-02 19:15:00.000","swiss"
2558,"1970-01-02 19:15:00.000","sncb"
2546,"1970-01-02 19:20:00.000","sncb"
441,"1970-01-02 19:20:00.000","intercites"
62938,"1970-01-02 19:20:00.000","swiss"
20083,"1970-01-02 19:20:00.000","uk"
4853,"1970-01-02 19:20:00.000","ter"
3290,"1970-01-02 19:20:00.000","tgv"
460,"1970-01-02 19:25:00.000","intercites"
19852,"1970-01-02 19:25:00.000","uk"
4715,"1970-01-02 19:25:00.000","ter"
61622,"1970-01-02 19:25:00.000","swiss"
3284,"1970-01-02 19:25:00.000","tgv"
2432,"1970-01-02 19:25:00.000","sncb"
2399,"1970-01-02 19:30:00.000","sncb"
4607,"1970-01-02 19:30:00.000","ter"
481,"1970-01-02 19:30:00.000","intercites"
20012,"1970-01-02 19:30:00.000","uk"
60234,"1970-01-02 19:30:00.000","swiss"
3227,"1970-01-02 19:30:00.000","tgv"
61347,"1970-01-02 19:35:00.000","swiss"
19931,"1970-01-02 19:35:00.000","uk"
4519,"1970-01-02 19:35:00.000","ter"
3213,"1970-01-02 19:35:00.000","tgv"
2446,"1970-01-02 19:35:00.000","sncb"
473,"1970-01-02 19:35:00.000","intercites"
2560,"1970-01-02 19:40:00.000","sncb"
3205,"1970-01-02 19:40:00.000","tgv"
61465,"1970-01-02 19:40:00.000","swiss"
19649,"1970-01-02 19:40:00.000","uk"
4498,"1970-01-02 19:40:00.000","ter"
481,"1970-01-02 19:40:00.000","intercites"
484,"1970-01-02 19:45:00.000","intercites"
2515,"1970-01-02 19:45:00.000","sncb"
60531,"1970-01-02 19:45:00.000","swiss"
19520,"1970-01-02 19:45:00.000","uk"
4410,"1970-01-02 19:45:00.000","ter"
3184,"1970-01-02 19:45:00.000","tgv"
2474,"1970-01-02 19:50:00.000","sncb"
484,"1970-01-02 19:50:00.000","intercites"
61113,"1970-01-02 19:50:00.000","swiss"
19643,"1970-01-02 19:50:00.000","uk"
4338,"1970-01-02 19:50:00.000","ter"
3178,"1970-01-02 19:50:00.000","tgv"
476,"1970-01-02 19:55:00.000","intercites"
3169,"1970-01-02 19:55:00.000","tgv"
4105,"1970-01-02 19:55:00.000","ter"
19395,"1970-01-02 19:55:00.000","uk"
59815,"1970-01-02 19:55:00.000","swiss"
2357,"1970-01-02 19:55:00.000","sncb"
2320,"1970-01-02 20:00:00.000","sncb"
3939,"1970-01-02 20:00:00.000","ter"
19465,"1970-01-02 20:00:00.000","uk"
58496,"1970-01-02 20:00:00.000","swiss"
494,"1970-01-02 20:00:00.000","intercites"
3157,"1970-01-02 20:00:00.000","tgv"
494,"1970-01-02 20:05:00.000","intercites"
2345,"1970-01-02 20:05:00.000","sncb"
59149,"1970-01-02 20:05:00.000","swiss"
3866,"1970-01-02 20:05:00.000","ter"
19402,"1970-01-02 20:05:00.000","uk"
3108,"1970-01-02 20:05:00.000","tgv"
3853,"1970-01-02 20:10:00.000","ter"
19119,"1970-01-02 20:10:00.000","uk"
59075,"1970-01-02 20:10:00.000","swiss"
495,"1970-01-02 20:10:00.000","intercites"
3042,"1970-01-02 20:10:00.000","tgv"
2442,"1970-01-02 20:10:00.000","sncb"
2506,"1970-01-02 20:15:00.000","sncb"
491,"1970-01-02 20:15:00.000","intercites"
2981,"1970-01-02 20:15:00.000","tgv"
19121,"1970-01-02 20:15:00.000","uk"
3827,"1970-01-02 20:15:00.000","ter"
58187,"1970-01-02 20:15:00.000","swiss"
485,"1970-01-02 20:20:00.000","intercites"
2475,"1970-01-02 20:20:00.000","sncb"
2930,"1970-01-02 20:20:00.000","tgv"
3741,"1970-01-02 20:20:00.000","ter"
19293,"1970-01-02 20:20:00.000","uk"
58409,"1970-01-02 20:20:00.000","swiss"
486,"1970-01-02 20:25:00.000","intercites"
2388,"1970-01-02 20:25:00.000","sncb"
57095,"1970-01-02 20:25:00.000","swiss"
3585,"1970-01-02 20:25:00.000","ter"
19097,"1970-01-02 20:25:00.000","uk"
2945,"1970-01-02 20:25:00.000","tgv"
476,"1970-01-02 20:30:00.000","intercites"
2876,"1970-01-02 20:30:00.000","tgv"
3426,"1970-01-02 20:30:00.000","ter"
19232,"1970-01-02 20:30:00.000","uk"
55952,"1970-01-02 20:30:00.000","swiss"
2352,"1970-01-02 20:30:00.000","sncb"
2366,"1970-01-02 20:35:00.000","sncb"
2813,"1970-01-02 20:35:00.000","tgv"
3392,"1970-01-02 20:35:00.000","ter"
19148,"1970-01-02 20:35:00.000","uk"
56802,"1970-01-02 20:35:00.000","swiss"
467,"1970-01-02 20:35:00.000","intercites"
2484,"1970-01-02 20:40:00.000","sncb"
2765,"1970-01-02 20:40:00.000","tgv"
469,"1970-01-02 20:40:00.000","intercites"
3370,"1970-01-02 20:40:00.000","ter"
18857,"1970-01-02 20:40:00.000","uk"
56775,"1970-01-02 20:40:00.000","swiss"
2445,"1970-01-02 20:45:00.000","sncb"
2702,"1970-01-02 20:45:00.000","tgv"
3281,"1970-01-02 20:45:00.000","ter"
18975,"1970-01-02 20:45:00.000","uk"
56046,"1970-01-02 20:45:00.000","swiss"
459,"1970-01-02 20:45:00.000","intercites"
2673,"1970-01-02 20:50:00.000","tgv"
456,"1970-01-02 20:50:00.000","intercites"
56305,"1970-01-02 20:50:00.000","swiss"
3170,"1970-01-02 20:50:00.000","ter"
19024,"1970-01-02 20:50:00.000","uk"
2393,"1970-01-02 20:50:00.000","sncb"
2284,"1970-01-02 20:55:00.000","sncb"
2651,"1970-01-02 20:55:00.000","tgv"
55298,"1970-01-02 20:55:00.000","swiss"
18732,"1970-01-02 20:55:00.000","uk"
2994,"1970-01-02 20:55:00.000","ter"
470,"1970-01-02 20:55:00.000","intercites"
54242,"1970-01-02 21:00:00.000","swiss"
18796,"1970-01-02 21:00:00.000","uk"
2862,"1970-01-02 21:00:00.000","ter"
2656,"1970-01-02 21:00:00.000","tgv"
2243,"1970-01-02 21:00:00.000","sncb"
489,"1970-01-02 21:00:00.000","intercites"
54788,"1970-01-02 21:05:00.000","swiss"
2784,"1970-01-02 21:05:00.000","ter"
18801,"1970-01-02 21:05:00.000","uk"
2519,"1970-01-02 21:05:00.000","tgv"
2272,"1970-01-02 21:05:00.000","sncb"
482,"1970-01-02 21:05:00.000","intercites"
55022,"1970-01-02 21:10:00.000","swiss"
2725,"1970-01-02 21:10:00.000","ter"
18501,"1970-01-02 21:10:00.000","uk"
2469,"1970-01-02 21:10:00.000","tgv"
2333,"1970-01-02 21:10:00.000","sncb"
480,"1970-01-02 21:10:00.000","intercites"
54395,"1970-01-02 21:15:00.000","swiss"
18568,"1970-01-02 21:15:00.000","uk"
2582,"1970-01-02 21:15:00.000","ter"
2392,"1970-01-02 21:15:00.000","tgv"
2354,"1970-01-02 21:15:00.000","sncb"
478,"1970-01-02 21:15:00.000","intercites"
2344,"1970-01-02 21:20:00.000","tgv"
18628,"1970-01-02 21:20:00.000","uk"
2494,"1970-01-02 21:20:00.000","ter"
54579,"1970-01-02 21:20:00.000","swiss"
476,"1970-01-02 21:20:00.000","intercites"
2351,"1970-01-02 21:20:00.000","sncb"
2236,"1970-01-02 21:25:00.000","sncb"
489,"1970-01-02 21:25:00.000","intercites"
53885,"1970-01-02 21:25:00.000","swiss"
2338,"1970-01-02 21:25:00.000","ter"
18302,"1970-01-02 21:25:00.000","uk"
2280,"1970-01-02 21:25:00.000","tgv"
2204,"1970-01-02 21:30:00.000","tgv"
18389,"1970-01-02 21:30:00.000","uk"
2181,"1970-01-02 21:30:00.000","ter"
52555,"1970-01-02 21:30:00.000","swiss"
495,"1970-01-02 21:30:00.000","intercites"
2201,"1970-01-02 21:30:00.000","sncb"
461,"1970-01-02 21:35:00.000","intercites"
2186,"1970-01-02 21:35:00.000","sncb"
2178,"1970-01-02 21:35:00.000","tgv"
18243,"1970-01-02 21:35:00.000","uk"
2144,"1970-01-02 21:35:00.000","ter"
53466,"1970-01-02 21:35:00.000","swiss"
455,"1970-01-02 21:40:00.000","intercites"
53873,"1970-01-02 21:40:00.000","swiss"
17946,"1970-01-02 21:40:00.000","uk"
2055,"1970-01-02 21:40:00.000","ter"
2116,"1970-01-02 21:40:00.000","tgv"
2259,"1970-01-02 21:40:00.000","sncb"
465,"1970-01-02 21:45:00.000","intercites"
2219,"1970-01-02 21:45:00.000","sncb"
53232,"1970-01-02 21:45:00.000","swiss"
18038,"1970-01-02 21:45:00.000","uk"
1926,"1970-01-02 21:45:00.000","ter"
2053,"1970-01-02 21:45:00.000","tgv"
1994,"1970-01-02 21:50:00.000","tgv"
18117,"1970-01-02 21:50:00.000","uk"
1803,"1970-01-02 21:50:00.000","ter"
464,"1970-01-02 21:50:00.000","intercites"
53453,"1970-01-02 21:50:00.000","swiss"
2133,"1970-01-02 21:50:00.000","sncb"
17894,"1970-01-02 21:55:00.000","uk"
1692,"1970-01-02 21:55:00.000","ter"
52904,"1970-01-02 21:55:00.000","swiss"
1948,"1970-01-02 21:55:00.000","tgv"
455,"1970-01-02 21:55:00.000","intercites"
2006,"1970-01-02 21:55:00.000","sncb"
1858,"1970-01-02 22:00:00.000","tgv"
1590,"1970-01-02 22:00:00.000","ter"
17894,"1970-01-02 22:00:00.000","uk"
52031,"1970-01-02 22:00:00.000","swiss"
1968,"1970-01-02 22:00:00.000","sncb"
451,"1970-01-02 22:00:00.000","intercites"
450,"1970-01-02 22:05:00.000","intercites"
1719,"1970-01-02 22:05:00.000","tgv"
1499,"1970-01-02 22:05:00.000","ter"
17811,"1970-01-02 22:05:00.000","uk"
53173,"1970-01-02 22:05:00.000","swiss"
1982,"1970-01-02 22:05:00.000","sncb"
445,"1970-01-02 22:10:00.000","intercites"
2018,"1970-01-02 22:10:00.000","sncb"
1591,"1970-01-02 22:10:00.000","tgv"
17494,"1970-01-02 22:10:00.000","uk"
1442,"1970-01-02 22:10:00.000","ter"
53722,"1970-01-02 22:10:00.000","swiss"
1565,"1970-01-02 22:15:00.000","tgv"
17498,"1970-01-02 22:15:00.000","uk"
1375,"1970-01-02 22:15:00.000","ter"
53336,"1970-01-02 22:15:00.000","swiss"
463,"1970-01-02 22:15:00.000","intercites"
2005,"1970-01-02 22:15:00.000","sncb"
443,"1970-01-02 22:20:00.000","intercites"
1957,"1970-01-02 22:20:00.000","sncb"
1451,"1970-01-02 22:20:00.000","tgv"
1326,"1970-01-02 22:20:00.000","ter"
17628,"1970-01-02 22:20:00.000","uk"
53792,"1970-01-02 22:20:00.000","swiss"
1346,"1970-01-02 22:25:00.000","tgv"
1245,"1970-01-02 22:25:00.000","ter"
17296,"1970-01-02 22:25:00.000","uk"
53395,"1970-01-02 22:25:00.000","swiss"
436,"1970-01-02 22:25:00.000","intercites"
1881,"1970-01-02 22:25:00.000","sncb"
1842,"1970-01-02 22:30:00.000","sncb"
433,"1970-01-02 22:30:00.000","intercites"
52170,"1970-01-02 22:30:00.000","swiss"
1180,"1970-01-02 22:30:00.000","ter"
17317,"1970-01-02 22:30:00.000","uk"
1293,"1970-01-02 22:30:00.000","tgv"
409,"1970-01-02 22:35:00.000","intercites"
1820,"1970-01-02 22:35:00.000","sncb"
1257,"1970-01-02 22:35:00.000","tgv"
53133,"1970-01-02 22:35:00.000","swiss"
1121,"1970-01-02 22:35:00.000","ter"
17059,"1970-01-02 22:35:00.000","uk"
403,"1970-01-02 22:40:00.000","intercites"
1866,"1970-01-02 22:40:00.000","sncb"
1214,"1970-01-02 22:40:00.000","tgv"
1073,"1970-01-02 22:40:00.000","ter"
16816,"1970-01-02 22:40:00.000","uk"
54114,"1970-01-02 22:40:00.000","swiss"
1784,"1970-01-02 22:45:00.000","sncb"
1124,"1970-01-02 22:45:00.000","tgv"
53436,"1970-01-02 22:45:00.000","swiss"
996,"1970-01-02 22:45:00.000","ter"
16841,"1970-01-02 22:45:00.000","uk"
395,"1970-01-02 22:45:00.000","intercites"
372,"1970-01-02 22:50:00.000","intercites"
935,"1970-01-02 22:50:00.000","ter"
16747,"1970-01-02 22:50:00.000","uk"
53782,"1970-01-02 22:50:00.000","swiss"
1054,"1970-01-02 22:50:00.000","tgv"
1683,"1970-01-02 22:50:00.000","sncb"
1581,"1970-01-02 22:55:00.000","sncb"
893,"1970-01-02 22:55:00.000","ter"
369,"1970-01-02 22:55:00.000","intercites"
16496,"1970-01-02 22:55:00.000","uk"
53085,"1970-01-02 22:55:00.000","swiss"
992,"1970-01-02 22:55:00.000","tgv"
921,"1970-01-02 23:00:00.000","tgv"
51927,"1970-01-02 23:00:00.000","swiss"
16515,"1970-01-02 23:00:00.000","uk"
843,"1970-01-02 23:00:00.000","ter"
1526,"1970-01-02 23:00:00.000","sncb"
343,"1970-01-02 23:00:00.000","intercites"
324,"1970-01-02 23:05:00.000","intercites"
1525,"1970-01-02 23:05:00.000","sncb"
16241,"1970-01-02 23:05:00.000","uk"
799,"1970-01-02 23:05:00.000","ter"
52920,"1970-01-02 23:05:00.000","swiss"
825,"1970-01-02 23:05:00.000","tgv"
762,"1970-01-02 23:10:00.000","tgv"
53608,"1970-01-02 23:10:00.000","swiss"
15786,"1970-01-02 23:10:00.000","uk"
745,"1970-01-02 23:10:00.000","ter"
1518,"1970-01-02 23:10:00.000","sncb"
302,"1970-01-02 23:10:00.000","intercites"
278,"1970-01-02 23:15:00.000","intercites"
1433,"1970-01-02 23:15:00.000","sncb"
680,"1970-01-02 23:15:00.000","tgv"
53538,"1970-01-02 23:15:00.000","swiss"
703,"1970-01-02 23:15:00.000","ter"
15935,"1970-01-02 23:15:00.000","uk"
613,"1970-01-02 23:20:00.000","tgv"
15845,"1970-01-02 23:20:00.000","uk"
650,"1970-01-02 23:20:00.000","ter"
54029,"1970-01-02 23:20:00.000","swiss"
1353,"1970-01-02 23:20:00.000","sncb"
271,"1970-01-02 23:20:00.000","intercites"
15383,"1970-01-02 23:25:00.000","uk"
603,"1970-01-02 23:25:00.000","ter"
53711,"1970-01-02 23:25:00.000","swiss"
470,"1970-01-02 23:25:00.000","tgv"
1263,"1970-01-02 23:25:00.000","sncb"
266,"1970-01-02 23:25:00.000","intercites"
1185,"1970-01-02 23:30:00.000","sncb"
266,"1970-01-02 23:30:00.000","intercites"
15168,"1970-01-02 23:30:00.000","uk"
568,"1970-01-02 23:30:00.000","ter"
52424,"1970-01-02 23:30:00.000","swiss"
440,"1970-01-02 23:30:00.000","tgv"
14695,"1970-01-02 23:35:00.000","uk"
555,"1970-01-02 23:35:00.000","ter"
53493,"1970-01-02 23:35:00.000","swiss"
419,"1970-01-02 23:35:00.000","tgv"
262,"1970-01-02 23:35:00.000","intercites"
1153,"1970-01-02 23:35:00.000","sncb"
261,"1970-01-02 23:40:00.000","intercites"
1158,"1970-01-02 23:40:00.000","sncb"
399,"1970-01-02 23:40:00.000","tgv"
54520,"1970-01-02 23:40:00.000","swiss"
518,"1970-01-02 23:40:00.000","ter"
14038,"1970-01-02 23:40:00.000","uk"
261,"1970-01-02 23:45:00.000","intercites"
354,"1970-01-02 23:45:00.000","tgv"
54139,"1970-01-02 23:45:00.000","swiss"
465,"1970-01-02 23:45:00.000","ter"
13709,"1970-01-02 23:45:00.000","uk"
1030,"1970-01-02 23:45:00.000","sncb"
431,"1970-01-02 23:50:00.000","ter"
13136,"1970-01-02 23:50:00.000","uk"
261,"1970-01-02 23:50:00.000","intercites"
54381,"1970-01-02 23:50:00.000","swiss"
262,"1970-01-02 23:50:00.000","tgv"
949,"1970-01-02 23:50:00.000","sncb"
255,"1970-01-02 23:55:00.000","intercites"
880,"1970-01-02 23:55:00.000","sncb"
53537,"1970-01-02 23:55:00.000","swiss"
385,"1970-01-02 23:55:00.000","ter"
12465,"1970-01-02 23:55:00.000","uk"
200,"1970-01-02 23:55:00.000","tgv"
